date	내용
2026-02-04	한미 외교장관, 원자력·핵잠·조선·대미투자 긴밀협력 합의 소식 등에 상승(주도주 : 대한조선, 삼성중공업, 한화오션, HD한국조선해양)
2026-02-19	美 트럼프 '조선업 재건' 청사진 공개 소식 등에 상승(주도주 : 한화오션, HJ중공업, HD한국조선해양, HD현대중공업)
2026-02-20	대미투자 프로젝트 협의 기대감 등에 상승(주도주 : HD한국조선해양, 한화오션, 대한조선, HJ중공업, HD현대중공업)
2026-03-05	과매도 속 밸류에이션 매력 분석 등에 상승(주도주 : HJ중공업, 삼성중공업, 한화오션, 대한조선)
2026-03-11	올해 글로벌 신조 시장 활성화 전망, 최근 VLCC 발주 폭증 소식 등에 상승(주도주 : 한화오션, HJ중공업, HD한국조선해양, 삼성중공업)
2026-03-12	대미투자특별법 국회 본회의 통과 등에 상승(주도주 : 삼성중공업, HJ중공업, HD현대중공업, 한화오션)
2026-03-31	대한조선 2,760억원(최근 매출액대비 25.67%) 규모 원유운반석 2척 수주 및 한화그룹, 필리조선소 인수 후 첫 美 해군사업 수주 소식 등에 일부 관련주 상승(주도주 : 대한조선, 한화오션)
2026-04-01	韓·인도네시아 정상회담 계기 16건 MOU 체결 속 양국 협력 확대 기대감 및 한화오션 美 해군 프로젝트 첫 수주 모멘텀 지속 등에 상승(주도주 : 삼성중공업, HJ중공업, HD한국조선해양, 한화오션)
2026-04-03	LNG선 발주 확대 기대감 등에 상승(주도주 : HD현대중공업, HJ중공업, 대한조선, 한화오션)
2026-04-17	K-조선 연간 수주 목표 달성 기대감 및 친환경 기술 우위 속 선박엔진 수주 급증 소식 등에 상승(주도주 : HD현대중공업, HJ중공업, HD한국조선해양, 대한조선)
2026-04-21	HD현대, 인도 정부와 조선 협력 확대 MOU 체결 소식 및 K-선박엔진 'AI 데이터센터 공략' 기대감 등에 상승(주도주 : HD현대중공업, 삼성중공업, HD한국조선해양, HJ중공업)
2026-04-22	HD현대중공업, 美 데이터센터에 6천억 규모 발전설비 공급 및 국내 최초 해외 쇄빙전용선 수주 소식 등에 상승(주도주 : 동일스틸럭스, HD현대중공업, HJ중공업, HD한국조선해양)
2026-04-24	조선 업계 데이터센터 신사업 기대감 지속 등에 상승(주도주 : HD현대중공업, HD한국조선해양, 삼성중공업)
2026-05-07	HD한국조선해양·HD현대중공업 호실적 등에 일부 관련주 상승(주도주 : HD현대중공업, 삼성중공업, HD한국조선해양)
2026-05-08	4월 韓 선박 수주량 감소 소식 등에 하락
2026-05-11	한-미 마스가 1호 MOU 체결 소식 속 조선 협력 본격화 기대감 등에 상승(주도주 : 삼성중공업, HD한국조선해양, HD현대중공업)
2026-05-14	국내 조선업계, 노사 갈등 우려 등에 하락
2026-05-21	최대 60조원 규모 캐나다 잠수함 수주 기대감 등에 상승(주도주 : HD현대중공업, HJ중공업, HD한국조선해양, 대한조선)
2026-05-26	대형 수주 프로젝트 현실화 기대감 및 올해 신조선 발주 1,000척 돌파 소식 등에 상승(주도주 : 한화오션, HD현대중공업, HD한국조선해양, 삼성중공업)
2026-05-27	중국, 글로벌 조선 시장 점유율 84.9% 소식 등에 하락
2026-06-10	HD현대, 캐나다 UBC와 첨단함정 공동연구 추진 및 '조선 빅3' 전세계 가스 운반선 발주의 80% 수주 소식 등에 상승(주도주 : 한화오션, HD한국조선해양, HD현대중공업)
2026-06-15	캐나다 차세대 잠수함 도입 사업 우선협상대상자 향후 30일 이내 발표 예정 소식 등에 상승(주도주 : HD현대중공업, 한화오션, HJ중공업, 삼성중공업)
2026-06-16	대미 투자 전담 기구 ‘한미전략투자공사’ 오는 18일 출범 예정 등에 상승(주도주 : 한화오션, HD한국조선해양, 동일스틸럭스)
2026-06-17	韓-캐나다 정상회담 속 60조원 규모 캐나다 차세대 잠수함 사업 수주 기대감 등에 상승(주도주 : HJ중공업, 삼성중공업, 한화오션)
2026-06-30	캐나다 잠수함 '분리 발주' 기대감 후퇴 등에 하락
2026-07-01	밸류에이션 매력 보유 분석 등에 상승(주도주 : HD현대중공업, 대한조선, 한화오션)
2026-07-06	캐나다 잠수함 사업자 발표 대기 속 수주 기대감 등에 일부 관련주 상승(주도주 : 한화오션, HD한국조선해양, HD현대중공업)
2026-07-07	캐나다 잠수함 수주 실패 등에 하락
2026-07-10	LNG선 신조 수요 장기화 및 선가 상승 기대감 등에 상승(주도주 : 동일스틸럭스, 삼성중공업, HJ중공업, HD한국조선해양)
2026-07-15	주요 조선 업체 성장 기대감 지속 등에 상승(주도주 : 한화오션, 동일스틸럭스, 대한조선, HJ중공업)
2026-07-16	트럼프, 韓 조선사와 협력 언급 소식 등에 상승(주도주 : 한화오션, HD한국조선해양, HD현대중공업, 삼성중공업)
2026-07-22	김정관 산업부장관, 조선 협력 관련 논의차 방미 소식 등에 상승(주도주 : HD한국조선해양, 대한조선, HD현대중공업)
2026-07-23	美 NDAA 하원 통과 및 한·미 조선 협력 가속화 기대감 등에 상승(주도주 : 삼성중공업, HD한국조선해양, HJ중공업, 대한조선, HD현대중공업)
2026-07-30	조선3사 호실적에 따른 업황 기대감 부각 및 HD한국조선해양, 美 프레이저 인더스트리와 조선소 현대화 협력 MOU 체결 등에 상승(주도주 : HD한국조선해양, 대한조선, 한화오션, 삼성중공업, HJ중공업)
2026-07-31	MASGA 수혜 기대감 및 조선주 2분기 호실적 모멘텀 지속에 상승(주도주 : HJ중공업, 한화오션, HD현대중공업, HD한국조선해양)
